Date,Price,Open,High,Low,Volume,Chg
17-10-2018,577.97,577.18,579.3,573.26,319.30M,-0.0008
16-10-2018,578.46,572.65,579.27,571.35,281.77M,0.0144
15-10-2018,570.27,566.35,574.41,566.33,280.27M,0.0051
12-10-2018,567.4,566.84,569.43,562.23,355.85M,0.0051
11-10-2018,564.5,575.8,577.26,562.32,420.85M,-0.0194
10-10-2018,575.64,587.02,587.02,575.48,403.56M,-0.0216
09-10-2018,588.37,592.65,593.3,588.37,313.46M,-0.0072
08-10-2018,592.61,587.77,593.41,587.53,290.67M,0.0076
05-10-2018,588.16,589.05,590.93,586.15,326.45M,-0.0021
04-10-2018,589.41,593.67,593.67,586.59,321.77M,-0.0086
03-10-2018,594.51,600.53,601.39,593.96,321.24M,-0.0076
02-10-2018,599.04,599.37,601.4,597.21,307.04M,-0.0004
01-10-2018,599.3,601.08,602.62,598.38,283.95M,0.0014
28-09-2018,598.45,597.29,599.45,597.17,302.10M,-0.0007
27-09-2018,598.86,599.44,602.2,597.92,263.62M,-0.0013
26-09-2018,599.62,599.67,604,598.27,292.11M,0.001
25-09-2018,599.05,604.28,604.95,598.79,273.83M,-0.008
24-09-2018,603.88,611.88,611.88,602.71,285.55M,-0.0152
21-09-2018,613.22,612.93,615.11,612.53,507.49M,0.0012
20-09-2018,612.48,607.81,613.05,607.81,309.23M,0.0108
19-09-2018,605.92,605.78,607.94,605.27,254.73M,0.0006
18-09-2018,605.54,607.67,607.93,603.06,317.41M,-0.003
17-09-2018,607.34,606.84,608.33,606.13,248.31M,0.0007
14-09-2018,606.89,606.01,607.22,603.43,236.07M,0.0019
13-09-2018,605.76,605.78,606.72,602.97,246.80M,0.0003
12-09-2018,605.58,598.39,605.99,597.77,265.65M,0.0124
11-09-2018,598.15,598.36,599.57,596.05,251.23M,-0.0016
10-09-2018,599.13,596.86,601.91,596.86,247.09M,0.0059
07-09-2018,595.6,596.28,596.7,593.31,302.65M,-0.0048
06-09-2018,598.46,597.5,599.64,596.53,263.81M,0.0004
05-09-2018,598.24,592.28,598.49,591.66,326.43M,0.0074
04-09-2018,593.86,594.53,596.38,592.82,312.21M,-0.0049
31-08-2018,596.78,597.11,598.73,593.98,333.97M,-0.0015
30-08-2018,597.67,602.02,602.02,596.26,279.14M,-0.0103
29-08-2018,603.88,603.48,604.9,601.86,259.09M,0.001
28-08-2018,603.25,606.08,607.01,602.6,253.55M,-0.0043
27-08-2018,605.88,604.57,606.57,603.52,272.81M,0.0052
24-08-2018,602.74,601.09,603.5,600.46,224.30M,0.0012
23-08-2018,602.03,603.32,604.3,601.44,260.38M,-0.0037
22-08-2018,604.27,608.53,608.53,603.78,238.12M,-0.0076
21-08-2018,608.9,611.18,611.38,607.02,366.15M,-0.0025
20-08-2018,610.4,607.38,610.76,607.38,262.41M,0.0048
17-08-2018,607.47,604.76,608.5,604.5,282.28M,0.0035
16-08-2018,605.37,602.08,606.96,602.08,286.17M,0.0077
15-08-2018,600.75,599.36,601.27,595.65,314.37M,-0.0013
14-08-2018,601.55,599.39,603.17,599.39,270.18M,0.0048
13-08-2018,598.65,602.44,602.51,596.51,324.06M,-0.0053
10-08-2018,601.87,604.11,604.35,600.65,260.02M,-0.006
09-08-2018,605.51,606.2,607.24,605.25,289.81M,-0.0009
08-08-2018,606.07,608.96,609.48,606.07,285.37M,-0.0069
07-08-2018,610.3,610.47,610.74,607.04,317.31M,-0.0008
06-08-2018,610.79,611.41,612.89,609.91,288.09M,-0.0012
03-08-2018,611.5,605.34,613.21,605.34,333.76M,0.0109
02-08-2018,604.93,598.75,605.61,597.58,348.80M,0.0123
01-08-2018,597.6,602.44,602.44,596.61,350.01M,-0.0096
31-07-2018,603.4,599.55,603.75,598.89,363.94M,0.0081
30-07-2018,598.53,600.05,600.88,597.74,317.74M,-0.0044
27-07-2018,601.16,602.47,604.06,599.62,333.34M,-0.0026
26-07-2018,602.74,603.77,607.11,602.52,431.17M,0.0001
25-07-2018,602.66,599.06,603.5,597.03,425.94M,0.0051
24-07-2018,599.63,601.02,602.34,598.25,340.54M,-0.0028
23-07-2018,601.34,604.64,604.64,600.03,277.55M,-0.0058
20-07-2018,604.86,603.33,605.76,602.7,346.60M,0.0012
19-07-2018,604.12,602.97,605.81,598.83,284.04M,-0.0011
18-07-2018,604.76,607.67,607.67,603.24,276.01M,-0.0053
17-07-2018,608.01,602.05,608.56,601.85,267.41M,0.0092
16-07-2018,602.49,604.92,604.92,601.24,255.40M,-0.0045
13-07-2018,605.21,603.3,605.57,603.05,228.86M,0.0031
12-07-2018,603.35,604.21,605.43,601.68,232.79M,0
11-07-2018,603.37,604.4,604.43,601.46,268.57M,-0.0043
10-07-2018,605.98,602.19,606.24,601.13,336.50M,0.0096
09-07-2018,600.2,601.14,602.34,599.21,254.50M,-0.0009
06-07-2018,600.74,599.03,602.97,597.52,243.33M,0.0033
05-07-2018,598.77,592.96,598.81,592.13,287.46M,0.0135
03-07-2018,590.79,593.93,594.77,590.15,164.79M,-0.0035
02-07-2018,592.86,592.97,594.88,588.23,280.66M,-0.0031
29-06-2018,594.7,597.5,599,594.7,359.02M,0.002
28-06-2018,593.54,590.09,594.4,589.94,315.32M,0.007
27-06-2018,589.44,594.1,597,589.3,347.52M,-0.0073
26-06-2018,593.79,594.6,595.39,592.47,325.69M,0.0006
25-06-2018,593.44,592.61,594.52,590.33,318.93M,-0.0019
22-06-2018,594.55,594.56,596.53,593.47,379.46M,0.0026
21-06-2018,593,595.36,596.34,591.89,266.97M,-0.0061
20-06-2018,596.66,597.51,597.89,594.35,253.81M,0.0005
19-06-2018,596.39,594.7,597.14,593.78,323.44M,-0.0023
18-06-2018,597.76,600.01,600.01,595.17,295.04M,-0.0092
15-06-2018,603.3,596.29,603.45,595.72,467.85M,0.0106
14-06-2018,597,596.29,598.03,594.75,301.38M,0.0014
13-06-2018,596.18,599.35,599.54,594.81,322.40M,-0.0047
12-06-2018,598.99,598.01,599.58,595.58,310.94M,0.0038
11-06-2018,596.71,593.39,597.95,593.39,291.11M,0.0069
08-06-2018,592.64,585.69,592.7,585.69,280.34M,0.0131
07-06-2018,584.95,581.98,588.46,581.16,352.93M,0.003
06-06-2018,583.2,580.34,583.2,578.48,331.28M,0.0067
05-06-2018,579.33,580.48,580.61,577.3,285.31M,-0.0017
04-06-2018,580.29,577.47,580.56,577.47,261.48M,0.0076
01-06-2018,575.9,575.09,577.43,573.63,310.56M,0.0052
31-05-2018,572.91,579.67,579.67,570.53,454.24M,-0.0101
30-05-2018,578.76,574.63,580.05,573.7,288.07M,0.0097
29-05-2018,573.2,572.82,575.91,570.66,285.68M,-0.0046
25-05-2018,575.82,575.26,578.47,574.55,222.19M,0.0017
24-05-2018,574.87,575.03,575.95,572.19,258.83M,-0.0009
23-05-2018,575.36,571.65,575.46,571.45,247.85M,0.005
22-05-2018,572.49,575.77,577.3,571.83,260.60M,-0.0037
21-05-2018,574.59,574.23,576.44,573.71,268.94M,0.0051
18-05-2018,571.68,573.22,573.22,569.21,331.25M,-0.0035
17-05-2018,573.71,571.7,574.34,571.1,278.97M,0.0043
16-05-2018,571.24,567.37,572.38,567.35,285.54M,0.0085
15-05-2018,566.45,566.58,567.91,563.6,311.30M,-0.0049
14-05-2018,569.23,571.93,572.46,568.32,240.33M,-0.0025
11-05-2018,570.64,572.4,574.69,569.42,225.60M,-0.0019
10-05-2018,571.71,568.98,572.99,568.6,237.82M,0.0081
09-05-2018,567.1,565.9,568.3,563.82,298.46M,0.0043
08-05-2018,564.68,566.44,566.95,562.47,293.77M,-0.005
07-05-2018,567.51,568.54,569.78,565.92,273.93M,-0.0006
04-05-2018,567.83,558.86,569.95,558.16,310.61M,0.0145
03-05-2018,559.73,560.32,561.34,556.51,417.09M,-0.0025
02-05-2018,561.14,567.86,568.06,560.24,363.07M,-0.0134
01-05-2018,568.75,569.2,569.48,564.08,364.70M,-0.0054
30-04-2018,571.86,578.39,579.75,571.63,370.53M,-0.0094
27-04-2018,577.26,574.34,579.15,574.08,283.17M,0.0043
26-04-2018,574.79,571.85,576.17,569.56,364.58M,0.0072
25-04-2018,570.67,570.16,571.78,568.27,307.38M,-0.0004
24-04-2018,570.89,577.26,577.26,567.37,355.09M,-0.0078
23-04-2018,575.39,575.63,577.28,573.28,325.09M,0.0001
20-04-2018,575.35,584.09,584.68,573.89,414.96M,-0.0167
19-04-2018,585.1,595.79,595.79,581.92,381.51M,-0.0296
18-04-2018,602.96,607.56,608.01,602.16,272.26M,-0.0078
17-04-2018,607.67,607.71,608.75,605.61,234.85M,0.003
16-04-2018,605.84,603.85,607.87,602.09,234.89M,0.0067
13-04-2018,601.81,602.93,603.35,599.91,225.74M,0.0021
12-04-2018,600.52,603.15,604.74,600.2,248.61M,-0.0015
11-04-2018,601.4,600.61,604.27,600.4,216.75M,-0.003
10-04-2018,603.23,602.08,605.18,599.88,277.37M,0.0076
09-04-2018,598.68,601.7,605.11,598.14,259.90M,-0.0011
06-04-2018,599.34,604.58,608.85,595.37,283.28M,-0.0129
05-04-2018,607.17,604.77,608.8,602.43,286.67M,0.0073
04-04-2018,602.75,588.05,604.21,586.55,359.43M,0.0179
03-04-2018,592.15,585.32,593.63,584.41,325.66M,0.0167
02-04-2018,582.42,594.66,594.66,578.78,332.02M,-0.0233
29-03-2018,596.29,593.51,599.16,593.51,315.15M,0.0105
28-03-2018,590.08,587.54,593.41,587.51,347.84M,0.0059
27-03-2018,586.64,589.94,593.84,583.83,304.24M,-0.0036
26-03-2018,588.75,584.33,589.33,582.5,304.00M,0.0155
23-03-2018,579.79,589.98,592.14,579.17,317.64M,-0.0136
22-03-2018,587.76,593.29,596.61,587.46,311.23M,-0.0141
21-03-2018,596.14,599.23,601.75,594.75,310.20M,-0.0092
20-03-2018,601.65,604.78,605.8,600.47,275.70M,-0.0025
19-03-2018,603.18,608.28,608.74,600.41,318.17M,-0.0098
16-03-2018,609.12,609.4,612.1,608.78,552.99M,-0.0003
15-03-2018,609.29,612.86,613.5,608.14,279.79M,-0.0055
14-03-2018,612.68,619.72,621.16,611.9,360.27M,-0.0109
13-03-2018,619.45,621.72,623.94,618.52,288.92M,-0.0011
12-03-2018,620.15,621.17,624.12,618.99,279.89M,-0.0001
09-03-2018,620.23,617.91,620.25,616.06,284.43M,0.0064
08-03-2018,616.27,611.17,616.31,610.61,251.08M,0.0098
07-03-2018,610.3,609.12,611.26,606.48,271.02M,-0.0058
06-03-2018,613.83,612.78,613.85,608.5,293.67M,0.0034
05-03-2018,611.77,604.82,612.48,603.87,319.76M,0.0081
02-03-2018,606.88,598.49,607.92,598.49,363.64M,0.0089
01-03-2018,601.52,605.5,608.61,597.17,440.24M,-0.0074
28-02-2018,606.02,614.83,616.45,605.98,368.53M,-0.0118
27-02-2018,613.26,623.6,623.75,613.26,311.19M,-0.016
26-02-2018,623.24,620.05,623.66,617.91,294.35M,0.008
23-02-2018,618.29,613.15,618.34,611.67,239.72M,0.0111
22-02-2018,611.52,611.93,616.33,610.55,269.47M,0.0014
21-02-2018,610.65,616.07,619.97,610.65,294.12M,-0.0074
20-02-2018,615.23,620.13,620.13,613.96,281.09M,-0.0123
16-02-2018,622.9,622.99,626.79,620.64,358.55M,-0.0024
15-02-2018,624.39,618.6,624.47,615.22,323.56M,0.0134
14-02-2018,616.15,610.94,617.02,607.85,335.13M,0.0046
13-02-2018,613.35,611.04,614.71,609.29,337.04M,0.0007
12-02-2018,612.9,607.76,616.23,607.68,422.28M,0.0131
09-02-2018,604.95,605.25,608.87,591.27,526.39M,0.0065
08-02-2018,601.03,618.84,618.97,600.97,508.78M,-0.0284
07-02-2018,618.63,618.7,629.16,617.45,427.82M,-0.0013
06-02-2018,619.42,603.57,620.74,598.49,588.07M,0.0148
05-02-2018,610.41,630.58,632.29,610.29,482.84M,-0.0349
02-02-2018,632.51,642.22,642.22,632.04,399.10M,-0.0182
01-02-2018,644.24,645.18,647.61,642.75,343.80M,-0.0045
31-01-2018,647.17,648.88,651.13,644.71,405.64M,0.0008
30-01-2018,646.63,647.25,649.97,645.6,334.14M,-0.0037
29-01-2018,649.03,654.24,655.11,648.97,354.90M,-0.0085
26-01-2018,654.58,650.5,654.58,650.35,332.91M,0.0059
25-01-2018,650.71,655.6,656.08,648.77,431.57M,-0.0069
24-01-2018,655.25,656.29,657.41,653.36,324.78M,0.0003
23-01-2018,655.08,653.86,655.61,652.53,300.10M,-0.001
22-01-2018,655.76,652.15,655.76,652.1,300.73M,0.0048
19-01-2018,652.63,645.44,652.68,645.44,318.54M,0.0128
18-01-2018,644.37,647.16,647.28,643.33,294.97M,-0.005
17-01-2018,647.63,642.75,650.07,641.96,387.77M,0.0103
16-01-2018,641.05,643.76,646.44,639.66,357.35M,-0.0011
12-01-2018,641.73,642.28,643.4,640.48,282.01M,0.0006
11-01-2018,641.34,640.99,641.93,640.21,242.82M,0.0025
10-01-2018,639.71,642.43,642.43,636.79,287.00M,-0.006
09-01-2018,643.57,644.92,645.73,642.86,258.24M,-0.0013
08-01-2018,644.41,641.9,645.11,641.82,263.80M,0.003
05-01-2018,642.49,640.27,642.63,638.99,290.38M,0.0052
04-01-2018,639.19,636.56,640.73,636.56,281.42M,0.0055
03-01-2018,635.71,635.81,637.61,634.98,267.12M,0.0005
02-01-2018,635.41,637.6,637.81,634.75,242.84M,-0.0012
29-12-2017,636.2,637.92,640.16,636.19,205.83M,-0.0018
28-12-2017,637.36,638.02,638.25,635.8,163.54M,-0.0005
27-12-2017,637.71,638.72,639.74,636.9,163.80M,-0.0008
26-12-2017,638.25,637.3,639.18,637.3,139.35M,0.0011
22-12-2017,637.55,637.3,638.34,636.44,202.27M,-0.0003
21-12-2017,637.72,638.41,639.69,637.14,234.18M,0.0012
20-12-2017,636.94,638.91,639.29,634.51,248.63M,-0.0033
19-12-2017,639.06,641.16,642.03,638.99,258.59M,0.0002
18-12-2017,638.92,639.84,642.93,638.8,324.37M,0.0016
15-12-2017,637.91,634.05,638.42,634.05,512.83M,0.0096
14-12-2017,631.82,633.3,634.86,631.79,278.96M,-0.0025
13-12-2017,633.38,631.16,635.28,631.16,277.46M,0.0047
12-12-2017,630.41,630.43,632.72,629.25,300.16M,0.0008
11-12-2017,629.91,629.02,630.05,627.22,276.89M,0.0004
08-12-2017,629.66,628.87,629.66,626.86,247.08M,0.0022
07-12-2017,628.3,630.36,631.07,627.8,268.71M,-0.0043
06-12-2017,631.03,628.88,632.02,626.26,279.59M,0.0034
05-12-2017,628.88,629.97,630.88,627.16,344.16M,-0.0017
04-12-2017,629.94,627.77,631.58,626.89,351.35M,0.0063
01-12-2017,626.02,625.14,626.21,617.46,337.94M,0.0014
30-11-2017,625.16,623.24,627.35,621.91,408.17M,0.0036
29-11-2017,622.9,621.53,624.33,621.53,357.51M,0.0015
28-11-2017,621.95,618.46,622.06,616.9,282.52M,0.0084
27-11-2017,616.75,616.64,617.61,615.65,230.15M,0.0005
24-11-2017,616.43,616.43,617.17,615.86,92.71M,0.0019
22-11-2017,615.28,616.35,616.83,614.16,234.25M,-0.0016
21-11-2017,616.27,614.87,618.15,614.58,280.57M,0.0037
20-11-2017,613.99,612.9,615.46,612.55,292.79M,0.0019
17-11-2017,612.8,612.39,613.64,611.68,322.69M,0
16-11-2017,612.79,610.47,614.85,610.02,278.13M,0.0083
15-11-2017,607.77,611.15,611.15,607.46,281.82M,-0.0078
14-11-2017,612.56,609.41,612.98,608.7,286.01M,0.0031
13-11-2017,610.64,606.32,610.96,606.32,322.80M,0.0072
10-11-2017,606.26,601.31,606.97,601.04,302.14M,0.0065
09-11-2017,602.32,601.34,603.8,599.72,305.16M,-0.0021
08-11-2017,603.6,599.06,603.6,599.05,320.97M,0.0098
07-11-2017,597.75,594.59,597.75,594.03,314.01M,0.0049
06-11-2017,594.84,598.33,598.33,594.53,320.30M,-0.0062
03-11-2017,598.54,600.14,600.82,598.15,330.57M,-0.002
02-11-2017,599.73,603.14,603.14,598.05,451.17M,-0.0098
01-11-2017,605.65,606.65,607.91,605.33,373.18M,0.0002
31-10-2017,605.51,603.17,606.55,602.55,430.25M,0.0071
30-10-2017,601.26,605.13,605.13,600.9,377.34M,-0.009
27-10-2017,606.69,607.62,607.62,604.09,354.45M,-0.0045
26-10-2017,609.43,607.5,611.21,607.5,298.90M,0.0058
25-10-2017,605.94,607.9,608.18,602.42,336.47M,-0.0054
24-10-2017,609.2,610.13,610.63,608.06,316.39M,0.0003
23-10-2017,608.99,611.68,613.52,608.7,298.42M,-0.0035
20-10-2017,611.13,611.65,612.01,610.01,331.90M,-0.0014
19-10-2017,611.97,611.55,612.07,608.2,248.44M,-0.0049
18-10-2017,614.98,615.91,616.09,614.14,249.00M,-0.0014
17-10-2017,615.85,617.3,617.31,614.72,275.87M,-0.0035
16-10-2017,617.99,616.73,618.2,616.54,223.75M,0.0019
13-10-2017,616.79,617.17,618.19,616.54,262.24M,0.002
12-10-2017,615.53,613.28,615.94,612.55,249.41M,0.0022
11-10-2017,614.2,613.41,614.46,613.09,233.64M,0.001
10-10-2017,613.58,611.37,614.16,610.23,249.67M,0.006
09-10-2017,609.92,611.88,612.35,609.17,210.70M,-0.0035
06-10-2017,612.09,612.43,612.43,610.86,248.57M,-0.001
05-10-2017,612.71,612.83,614.23,612.26,270.43M,0.0015
04-10-2017,611.78,607.41,613.12,606.69,291.98M,0.0059
03-10-2017,608.17,608.24,608.7,607.17,323.40M,0.0018
02-10-2017,607.07,607.38,609.15,606.26,300.91M,0.0009
29-09-2017,606.54,606.3,607.97,606.08,278.88M,0.0013
28-09-2017,605.78,604.7,606.6,604.27,270.95M,0.0016
27-09-2017,604.81,607.39,607.52,601.96,317.01M,-0.0049
26-09-2017,607.77,607.32,608.93,606.63,269.19M,0.0015
25-09-2017,606.85,605.89,607.63,604.86,304.18M,0.0038
22-09-2017,604.55,605.27,607.06,604.15,255.24M,-0.0012
21-09-2017,605.28,609.98,610.09,604.97,246.55M,-0.008
20-09-2017,610.17,613.47,613.47,607.14,278.26M,-0.0054
19-09-2017,613.5,614.67,614.67,612.47,269.44M,-0.0018
18-09-2017,614.6,614.3,615.86,613.36,247.59M,0.0004
15-09-2017,614.35,613.59,614.37,612.2,369.88M,0.0018
14-09-2017,613.24,612.74,613.46,611.16,261.10M,-0.0008
13-09-2017,613.75,613.6,614.82,613.3,227.51M,-0.0002
12-09-2017,613.9,614.25,615,612.62,232.03M,0.0005
11-09-2017,613.59,609.79,613.98,609.66,261.76M,0.0097
08-09-2017,607.67,609.04,609.31,606.66,236.23M,-0.0031
07-09-2017,609.54,609.85,610.28,607.7,269.32M,0.0001
06-09-2017,609.5,609.31,610.1,607.27,304.09M,0.0018
05-09-2017,608.39,608.95,609.41,604.88,265.76M,-0.0023
01-09-2017,609.78,607.77,609.89,607.73,266.27M,0.0053
31-08-2017,606.56,604.71,606.99,604.61,308.58M,0.0035
30-08-2017,604.47,602.57,604.88,602.48,238.45M,0.0016
29-08-2017,603.5,601.65,603.97,600.88,216.70M,0.0001
28-08-2017,603.46,605.31,605.75,601.51,222.54M,-0.0016
25-08-2017,604.45,605.18,607.26,604.36,228.18M,0.0015
24-08-2017,603.53,608.17,608.17,603.31,259.48M,-0.0062
23-08-2017,607.3,607.95,608.54,606.84,220.66M,-0.0032
22-08-2017,609.22,608.16,609.74,607.63,228.00M,0.0031
21-08-2017,607.36,606.07,607.95,604.77,228.61M,0.0018
18-08-2017,606.27,607.37,608.41,605.11,283.93M,-0.0047
17-08-2017,609.11,615.96,617.36,609.07,235.13M,-0.0123
16-08-2017,616.71,614.95,617.44,614.9,204.80M,0.0039
15-08-2017,614.3,613.26,615.1,612.4,241.40M,0.0013
14-08-2017,613.5,611.12,614.45,611.12,222.21M,0.0078
11-08-2017,608.77,608.53,611.03,607.74,217.64M,0.0015
10-08-2017,607.84,610.49,611.11,607.77,256.59M,-0.0079
09-08-2017,612.7,611.24,612.94,610.73,264.56M,0
08-08-2017,612.73,614.14,615.8,612.03,271.71M,-0.0023
07-08-2017,614.14,610.93,614.32,610.93,243.73M,0.0054
04-08-2017,610.85,611.94,612.14,609.62,264.29M,-0.0003
03-08-2017,611.04,611.36,613.63,610.67,297.82M,0.0022
02-08-2017,609.68,610.24,610.24,607.21,296.57M,-0.0011
01-08-2017,610.33,612.78,612.85,610.02,368.11M,-0.0025
31-07-2017,611.83,613.28,613.97,610.56,333.30M,-0.0031
28-07-2017,613.74,618.21,618.8,606.64,321.46M,-0.0093
27-07-2017,619.52,617.74,619.56,615.69,306.17M,0.0049
26-07-2017,616.47,615.7,617.21,614.67,295.43M,-0.0001
25-07-2017,616.53,615.79,616.96,614.68,301.93M,0.005
24-07-2017,613.45,616.25,616.27,613.44,433.00M,-0.0056
21-07-2017,616.91,614.2,616.96,612.64,266.50M,0.0023
20-07-2017,615.48,615.47,617.24,614.5,250.81M,-0.0006
19-07-2017,615.85,613.31,615.85,612.35,239.66M,0.0046
18-07-2017,613.06,612,613.45,611.18,228.70M,0.0008
17-07-2017,612.55,612.28,613.44,611.49,221.21M,0.0007
14-07-2017,612.11,609.11,612.97,609.11,220.88M,0.0065
13-07-2017,608.17,609.34,609.69,607.73,261.41M,-0.0012
12-07-2017,608.91,607.62,610.85,607.62,251.85M,0.0059
11-07-2017,605.32,606.79,606.79,602.93,283.39M,-0.0027
10-07-2017,606.94,608.12,609.4,606.29,267.43M,-0.0016
07-07-2017,607.92,606.46,609.09,605.6,239.52M,0.0046
06-07-2017,605.13,608.08,608.62,604.74,290.27M,-0.0083
05-07-2017,610.19,611.48,611.61,609.37,279.06M,-0.0027
03-07-2017,611.83,613.44,615.23,611.78,179.68M,0
30-06-2017,611.86,610.43,614.09,610.43,314.26M,0.0073
29-06-2017,607.4,613.92,613.92,604.85,309.53M,-0.0114
28-06-2017,614.41,614.36,616.54,613.45,250.93M,0.0052
27-06-2017,611.26,617.43,617.43,611.26,265.16M,-0.0114
26-06-2017,618.33,617.99,619.79,617.99,233.69M,0.0024
23-06-2017,616.82,615.1,618.05,614.57,453.91M,0.0029
22-06-2017,615.05,616.54,616.91,614.45,250.22M,-0.0025
21-06-2017,616.6,618.68,619.62,615.96,258.10M,-0.0034
20-06-2017,618.68,621.68,622.65,618.53,273.45M,-0.005
19-06-2017,621.76,619.2,621.77,617.26,259.22M,0.0058
16-06-2017,618.2,619.56,620.36,614.48,448.95M,-0.004
15-06-2017,620.67,618.12,621.31,616.47,300.19M,0.0003
14-06-2017,620.46,619.41,622.04,618.42,322.64M,0.0045
13-06-2017,617.66,615.63,617.91,613.84,269.70M,0.0031
12-06-2017,615.74,614.95,617.09,614.01,331.31M,0.0005
09-06-2017,615.41,616.71,617.54,613.48,307.92M,-0.0022
08-06-2017,616.78,620.51,620.51,615.62,290.27M,-0.0072
07-06-2017,621.25,620.7,621.83,619.92,274.83M,0.0008
06-06-2017,620.73,620.84,622.04,619.8,268.82M,-0.0011
05-06-2017,621.44,620.61,621.66,618.82,249.69M,0.0001
02-06-2017,621.4,620.12,621.66,617.71,311.38M,0.0036
01-06-2017,619.18,615.54,619.18,614.34,370.29M,0.0078
31-05-2017,614.41,613.65,615.05,613.03,364.67M,0.0023
30-05-2017,613.01,611.66,613.42,610.55,292.02M,0.001
26-05-2017,612.41,610.35,612.51,610.06,264.06M,0.0028
25-05-2017,610.71,608.16,611.41,608.14,312.39M,0.0063
24-05-2017,606.91,603.78,607.2,603.19,284.25M,0.0066
23-05-2017,602.96,603.51,605.51,602.66,332.65M,0.0007
22-05-2017,602.51,599.27,603.06,599.27,310.75M,0.0071
19-05-2017,598.25,594.89,599.36,594.24,297.39M,0.0064
18-05-2017,594.43,594.15,596.15,592.75,309.84M,-0.0009
17-05-2017,594.97,597.35,599.3,594.78,356.58M,-0.0068
16-05-2017,599.02,600.81,601.41,598.56,285.80M,-0.0012
15-05-2017,599.71,597.74,600.26,597.5,251.16M,0.0037
12-05-2017,597.51,598.22,598.25,596.99,235.16M,-0.0021
11-05-2017,598.74,598.63,598.97,595.56,261.50M,-0.0014
10-05-2017,599.56,598.24,599.66,598.09,273.00M,0.003
09-05-2017,597.77,598.82,599.09,596.71,300.34M,-0.0009
08-05-2017,598.28,597.76,598.63,597,416.76M,0.0023
05-05-2017,596.89,595.28,596.89,594.44,267.49M,0.0054
04-05-2017,593.69,592.08,595.47,591.59,335.23M,0.004
03-05-2017,591.31,592.19,593.19,589.69,334.12M,-0.0009
02-05-2017,591.83,595.28,595.79,591.25,392.83M,-0.0054
01-05-2017,595.02,598.65,599,595.02,271.52M,-0.0053
28-04-2017,598.22,598.46,598.46,596.28,302.95M,-0.0015
27-04-2017,599.11,599.84,600.85,598.29,304.05M,-0.0005
26-04-2017,599.38,602.43,602.8,599.27,323.60M,-0.0071
25-04-2017,603.68,602.19,604.6,602.11,306.72M,0.0029
24-04-2017,601.93,600.29,602.7,600.04,306.92M,0.0101
21-04-2017,595.89,597.88,597.97,595.57,293.32M,-0.0041
20-04-2017,598.32,597.36,599.38,596.52,293.99M,0
19-04-2017,598.31,600.51,601.54,597.68,248.66M,-0.0035
